Date,Departure station,Arrival station,Route,Cancellation comments,Departure delay comments,Arrival delay comments
2019-07,STRASBOURG,PARIS EST,STRASBOURG → PARIS EST,,,"Impact de l‘accident de personne à CGV le 12/07 : 4 trains touchés avec un retard moyen de 160 minutes 
Plusieurs impacts de bagages abandonnés sur le 2440 : les 09, 10, 29 et 31/07 pour un retard moyen de 56 minutes
Csq de dérangements d’installations : Franchissement intempestif du 2922 en sémaphore à Gagny ? impact 2404, 2400 le 01 et 2350 le 04 pour 10 minutes de retard en moyenne + C 2444 en présentation intempestive de l'indication ""A"" ? Impact 2350 pour 14 minutes + intervalle en non libération a Vieux Lixheim le 22 ? Impact 2454 pour 16 minutes
Heurt animal à Lorraine le 18 : Retard du 2404 pour 22 minutes et du 2350 pour 17
Attente mat le 16 : réut du 5401 pour faire 2430 (21 minutes) + Attente personnel le 27 : ASCT rapatrié par TER  retardant le 2350 (33 minutes)
Espacement suite incident interface sol machine du 2580 ? 2454 retardé de 12 minutes
Incident porte sur 2474 le 28/07 : retard de 13 minutes
Csq attente documents ADC suite moteur isolé sur 9575 le 18? 2362 retardé de 10 minutes"
2018-05,TOULON,PARIS LYON,TOULON → PARIS LYON,,,Heurt d’une personne par le TGV 6608 à Maisons-Alfort.
2018-06,TOULON,PARIS LYON,TOULON → PARIS LYON,,,intervention pompiers à bord du 9827 à Valence-TGV
2018-09,TOULON,PARIS LYON,TOULON → PARIS LYON,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel"
2019-01,TOULON,PARIS LYON,TOULON → PARIS LYON,,,Neiges et Inondation tunnel Marseille
2019-02,TOULON,PARIS LYON,TOULON → PARIS LYON,,,"Travaux Aubagne, accident de personne"
2019-05,TOULON,PARIS LYON,TOULON → PARIS LYON,,,"Heurt de personnes à Vianges, Heurt animal Cuy, heurt chevreuil Lacour d'arcenay, dérangement Yerres, disjonction cluny, Fort impact sur LN1 tronçon central"
2018-01,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)"
2018-10,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- du 1er au 12 octobre : une limitation de vitesse entre Montauban et Agen suite à des travaux sur la zone (14 TGV pour 286 minutes perdues),
- le 10 : une  absence de défaillance électrique entre Massy et Marcoussis (23 TGV retardés pour  308 minutes perdues) , 
- le 11 : une restitution tardive de travaux suite à la panne d'un train de travaux sur la ligne à grande vitesse Atlantique (21 TGV pour 431 minutes perdues),  
- le 15 : une personne dans les voies à St-Cyr  du Gaultsur la ligne à grande vitesse Atlantique nécessite l'interruption des circulations ( 32 TGV pour 620 minutes perdues),  
- le 24 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (40 TGV pour 1025 minutes perdues)."
2018-11,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 5 : un choc anormal sur la ligne à grande vitesse Atlantique (29 TGV retardés pour 746 minutes perdues), 
- le 6 : la panne d'un train de marchandises à St-Pierre-des-Corps (12 TGV retardés  pour 434 minutes perdues),
- le 13 : des tirs de projectiles à l'entré de Paris-Montparnasse nécessitant l'interruption des circulations (13 TGV retardés pour 572 minutes perdues), 
- le 14 : la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV retardés pour 319 minutes perdues), 
- le 22 : la panne d'un TER au sud de Bordeaux (15 TGV retardés pour 850 minutes perdues),
- le 25 : la collision entre un train Intercités et une voiture entre Montauban et Toulouse (14 TGV retardés pour 1984 minutes perdues), 
- le 30 : un incident caténaire sur la ligne à grande vitesse Atlantique (40 TGV pour 1041 minutes perdues) et l'incendie d'un camion citerne avec un risque d'explosion à proximité de la ligne à grande vitesse Atlantique (25 TGV retardés pour 829 minutes perdues)."
2018-12,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un dérangement d'installation sur la ligne à grande vitesse Atlantique (22 TGV impactés pour 466 minutes perdues), 
 - le 7 : un dérangement d'installation à l'entrée de Paris-Montparnasse (43 TGV impactés pour  655 minutes perdues), 
- le 15 : une collision avec un véhicule vers Agen ( 4 TGV impactés pour 79 minutes perdues), 
- le 18 : un incident caténaire à l'entrée de Paris-Montparnasse (79 TGV impactés pour 1034 minutes perdues),
- le 22 : un dérangement de passage à niveau entre Montauaban et Agen (3 TGV impactés pour 79 minutes perdues),
- le 25 : un heurt de sanglier sur la ligne à grande vitesse Atlantique (29 TGV impactés pour 2082 minutes perdues), 
- le 31 : une panne d'un TGV sur la ligne à grande vitesse Atlantique ( 7 TGV impactés pour 87 minutes perdues)."
2019-01,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues) et l'incendie d'une armoire électrique entre Montauban et Toulouse (17 TGV impactés pour 269' perdues), 
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues)."
2019-03,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : les vents violents imposent des limitations de vitesse (27 TGV impactés pour 221 minutes perdues) et la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues), 
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues), et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues), 
- le 20 : l'incendie d'une maison aux abords des voies près de Toulouse qui impactera les circulations jusqu'au 26/03 (19 TGV impactés pour 1271 minutes perdues),
- le 25 : l'envahissement des voies à Vendôme par les salariés d'Arjowiggins (56 TGV impactés pour 4488 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues),
- le 27 : la défaillance matériel d'un TGV vers Vendôme (14 TGV impactés pour 320 minutes perdues)."
2019-06,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU → PARIS MONTPARNASSE,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un bagage oublié en gare de Bordeaux (23 TGV impactés pour 967 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues) et un heurt de  chevreuil sur la Ligne à Grande Vitesse Atlantique (8 TGV impactés pour 431 minutes perdues),
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 25 : une incendie aux abords des voies vers Monts (14 TGV impactés pour  655 minutes perdues), 
- le 26 : un dérangement d'installation vers St-Pierre-des-Corps dû aux fortes chaleurs (27 TGV impactés pour 450 minutes perdues),
- le 27 : un incident électrique au nord de St-Pierre-des-Corps (16 TGV pour 459 minutes perdues),
- le 28 : le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues)."
2018-01,TOURCOING,BORDEAUX ST JEAN,TOURCOING → BORDEAUX ST JEAN,,,"7839 du 23 +310: Accident de personne
7839 du 21 +58: obstacle sur voie ou aux abords"
2018-08,TOURCOING,BORDEAUX ST JEAN,TOURCOING → BORDEAUX ST JEAN,,,"attente matérriel roulant, Non respect règle de priorité du doc réf réseau, Soin matériuel roulant, Difficultés de réception sous gare, Raté d'ouverture à un PN, obstacle sur voie ou aux abords, Soin matériel roulant , Intervention police"
2019-01,TOURCOING,BORDEAUX ST JEAN,TOURCOING → BORDEAUX ST JEAN,,,"Soin matériel roulant, NRMT, DBC, Ralentissement forfaitaire, LTV inopinée, Obstacle sur voies ou aux abords"
2018-01,TOURCOING,MARSEILLE ST CHARLES,TOURCOING → MARSEILLE ST CHARLES,,,7669 du 25 +159: Accident de personne
2018-09,TOURCOING,MARSEILLE ST CHARLES,TOURCOING → MARSEILLE ST CHARLES,,,"NRMT, Atten7e Correspondance, Incident lié aux portes, D2tresse matériel roulant"
2018-11,TOURCOING,MARSEILLE ST CHARLES,TOURCOING → MARSEILLE ST CHARLES,,,"Non respect marche traçée, Accident de personnes, Dérangement des si, Espacement, incident lié aux portes"
2018-04,TOURS,PARIS MONTPARNASSE,TOURS → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par la grève (12 journées sur le mois) ainsi que  par les incidents suivants :
- le 5 : un dérangement des installations  (23 TGV pour 387 minutes perdues) et le heurt d'un blaireau sur la  ligne à grande vitesse Atlantique (11 TGV pour 322 minutes perdues)  ;
- le 6 : un dérangement des installations sur la Ligne à Grande Vitesse Atlantique (16 TGV retardés pour 295 minutes perdues)  ;
- le 16 : défaillance d'un Transilien entraînant une absence d'alimentation électrique en région parisienne (25 TGV  pour 493 minutes perdues) ;
- le 27 : heurt d'un chevreuil par un TGV sur la ligne à grande vitesse Atlantique (33 TGV poru un total de  1163 minutes perdues) et un incident caténaire en sortie de Paris Montparnasse (32 TGV retardés pour un total de 410 minutes perdues) 
- le 30 : présence d'une personne dans les voies en sortie de Paris Montparnasse (36 TGV pour un total 380 minutes perdues)"
2018-08,TOURS,PARIS MONTPARNASSE,TOURS → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : une restitution tardive de travaux sur la ligne à grande vitesse Atlantique (10 TGV retardés pour 108 minutes perdues), 
- le 3 : un choc anormal dans le tunnel de Massy (71 TGV retardés pour 2549 minutes perdues), 
- le 7 : une personne dans les voies à Massy (10 TGV retardés pour 234 minutes perdues). 
- le 18 : un incident caténaire à la sortie de Paris-Montparnasse  (46 TGV retardés pour 1438 minutes perdues),
- le 19 : une restitution tardive de travaux (renouvellement des appareils de voies) sur la ligne à grande vitesse Atlantique (22 TGV retardés pour 760 minutes perdues), 
- le 26 : une défaillance matériel d'un TGV entre St-Pierre-des-Corps et Vendôme (17 TGV retardés pour  286 minutes perdues),
- le 28 : un colis suspect à bord d'un TGV au niveau de Vendôme (11 TGV retardés pour 217 minutes perdues), 
- le 31 : incident caténaire à Maillé, près de Poitiers (11 TGV pour 1192 minutes perdues) et défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (41 TGV retardés pour 621 minutes perdues)."
2018-09,TOURS,PARIS MONTPARNASSE,TOURS → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un rail cassé à l'entré de Paris-Montparnasse  nécessitant une limitation de vitesse sur la zone (60 TGV retardés pour 648 minutes perdues), 
- le 12 : une  aiguille défaillante à l'entrée de Paris-Montparnasse  nécessitant une limitation de vitesse (44 TGV retardés pour  364 minutes perdues) , 
- le 19 : un incident caténaire dans le tunnel de Massy (28 TGV pour 613 minutes perdues),  
- le 25 : un décontrôle d'aiguille vers St-Pierre-des-Corps empêche la circulation des TGV de la ligne à grande vitesse Atlantique vers la ligne à grande vitesse St-Pierre-des-Corps - Bordeaux ( 16 TGV pour 387 minutes perdues),  
- le 26 : un bagage abandonné dans un TGV à Paris-Montparnasse impose un périmètre de sécurité sur plusieurs voies de départ (11 TGV pour 174 minutes perdues), 
- le 27 : une défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (25 TGV pour 602 minutes perdues)."
2018-10,TOURS,PARIS MONTPARNASSE,TOURS → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 9 : une restitution tardive de travaux  à St-Pierre-des-Corps (13 TGV retardés pour 101 minutes perdues), 
- le 10 : une  absence de défaillance électrique entre Massy et Marcoussis (23 TGV retardés pour  308 minutes perdues) , 
- le 11 : une restitution tardive de travaux suite à la panne d'un train de travaux sur la ligne à grande vitesse Atlantique (21 TGV pour 431 minutes perdues),  
- le 15 : une personne  est dans les voies à St-Cyr  du Gaultsur la ligne à grande vitesse Atlantique nécessite l'interruption des circulations ( 32 TGV pour 620 minutes perdues),  
- le 23 : une  défaillance matériel d'un TGV entre Poitiers et Angoulême (16 TGV pour 131 minutes perdues),
- le 24 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (40 TGV pour 1025 minutes perdues)."
2018-11,TOURS,PARIS MONTPARNASSE,TOURS → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 5 : un choc anormal sur la ligne à grande vitesse Atlantique (29 TGV retardés pour 746 minutes perdues), 
- le 6 : la panne d'un train de marchandises à St-Pierre-des-Corps (12 TGV retardés  pour 434 minutes perdues),
- le 9 : le heurt d'un animal entre Angoulême et Poitiers (9 TGV retardés pour 577 minutes perdues), 
- le 13 : des tirs de projectiles à l'entré de Paris-Montparnasse nécessitant l'interruption des circulations (13 TGV retardés pour 572 minutes perdues), 
- le 14 : la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV retardés pour 319 minutes perdues), 
- le 21 : une fuite de matières dangereuses sur un train de marchandises à Angoulême entraînant l'interruption des circulations (9 TGV retardés pour 294 minutes perdues), 
- le 30 : un incident caténaire sur la ligne à grande vitesse Atlantique (40 TGV pour 1041 minutes perdues) et l'incendie d'un camion citerne avec un risque d'explosion à proximité de la ligne à grande vitesse Atlantique (25 TGV retardés pour 829 minutes perdues)."
2018-12,TOURS,PARIS MONTPARNASSE,TOURS → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 4 : un dérangement d'installation sur la ligne à grande vitesse Atlantique (22 TGV impactés pour 466 minutes perdues), 
 - le 7 : un dérangement d'installation à l'entrée de Paris-Montparnasse (43 TGV impactés pour  655 minutes perdues), 
- le 15 : une fuite de matières dangereuses sur un tarin de marchandises au nord d'Angoulême (8 TGV impactés pour 129' perdues),
- le 18 :un incident caténaire à l'entrée de Paris-Montparnasse (79 TGV impactés pour 1034 minutes perdues),
- le 25 : un heurt de sanglier sur la ligne à grande vitesse Atlantique (29 TGV impactés pour 2082 minutes perdues), 
- le 31 : une panne d'un TGV sur la ligne à grande vitesse Atlantique ( 7 TGV impactés pour 87 minutes perdues)."
